Tempo(s)	Deformação(mm)	Força(N)
674.50 	67.440 	546.58 
675.00 	67.490 	546.58 
675.50 	67.540 	546.58 
676.00 	67.590 	546.58 
676.50 	67.640 	546.58 
677.00 	67.690 	546.58 
677.50 	67.740 	546.58 
678.00 	67.790 	546.58 
678.50 	67.840 	547.26 
679.00 	67.890 	546.58 
679.50 	67.940 	547.26 
680.00 	67.990 	547.26 
680.50 	68.040 	547.26 
681.00 	68.090 	547.26 
681.50 	68.140 	547.94 
682.00 	68.190 	547.94 
682.50 	68.240 	547.94 
683.00 	68.290 	547.26 
683.50 	68.340 	547.94 
684.00 	68.390 	547.94 
684.50 	68.440 	547.94 
685.00 	68.490 	547.94 
685.50 	68.540 	547.94 
686.00 	68.590 	547.94 
686.50 	68.640 	548.61 
687.00 	68.690 	548.61 
687.50 	68.740 	547.94 
688.00 	68.790 	548.61 
688.50 	68.840 	548.61 
689.00 	68.890 	548.61 
689.50 	68.940 	549.29 
690.00 	68.990 	548.61 
690.50 	69.040 	548.61 
691.00 	69.090 	549.29 
691.50 	69.140 	549.29 
692.00 	69.190 	549.29 
692.50 	69.240 	549.29 
693.00 	69.290 	549.29 
693.50 	69.340 	549.29 
694.00 	69.390 	549.29 
694.50 	69.440 	549.29 
695.00 	69.490 	549.96 
695.50 	69.540 	549.96 
696.00 	69.590 	549.96 
696.50 	69.640 	549.96 
697.00 	69.690 	549.96 
697.50 	69.740 	549.96 
698.00 	69.790 	549.96 
698.50 	69.840 	549.96 
699.00 	69.890 	550.64 
699.50 	69.940 	550.64 
700.00 	69.990 	550.64 
700.50 	70.040 	551.31 
701.00 	70.090 	550.64 
701.50 	70.140 	550.64 
702.00 	70.190 	551.31 
702.50 	70.240 	551.31 
703.00 	70.290 	551.31 
703.50 	70.340 	551.31 
704.00 	70.390 	551.31 
704.50 	70.440 	551.31 
705.00 	70.490 	551.31 
705.50 	70.540 	551.31 
706.00 	70.590 	551.31 
706.50 	70.640 	551.99 
707.00 	70.690 	551.31 
707.50 	70.740 	551.99 
708.00 	70.790 	551.99 
708.50 	70.840 	551.99 
709.00 	70.890 	551.31 
709.50 	70.940 	551.99 
710.00 	70.990 	551.99 
710.50 	71.040 	551.99 
711.00 	71.090 	551.99 
711.50 	71.140 	551.99 
712.00 	71.190 	551.99 
712.50 	71.240 	551.99 
713.00 	71.290 	552.67 
713.50 	71.340 	552.67 
714.00 	71.390 	552.67 
714.50 	71.440 	552.67 
715.00 	71.490 	552.67 
715.50 	71.540 	552.67 
716.00 	71.590 	552.67 
716.50 	71.640 	552.67 
717.00 	71.690 	552.67 
717.50 	71.740 	553.34 
718.00 	71.790 	552.67 
718.50 	71.840 	553.34 
719.00 	71.890 	553.34 
719.50 	71.940 	553.34 
720.00 	71.990 	553.34 
720.50 	72.040 	553.34 
721.00 	72.090 	554.02 
721.50 	72.140 	554.02 
722.00 	72.190 	553.34 
722.50 	72.240 	554.02 
723.00 	72.290 	554.02 
723.50 	72.340 	554.02 
724.00 	72.390 	554.02 
724.50 	72.440 	554.02 
725.00 	72.490 	554.02 
725.50 	72.540 	554.02 
726.00 	72.590 	554.02 
726.50 	72.640 	554.02 
727.00 	72.690 	554.02 
727.50 	72.740 	554.02 
728.00 	72.790 	554.02 
728.50 	72.840 	554.02 
729.00 	72.890 	554.02 
729.50 	72.940 	554.69 
730.00 	72.990 	554.69 
730.50 	73.040 	554.69 
731.00 	73.090 	554.02 
731.50 	73.140 	554.69 
732.00 	73.190 	554.69 
732.50 	73.240 	554.69 
733.00 	73.290 	554.69 
733.50 	73.340 	554.69 
734.00 	73.390 	554.69 
734.50 	73.440 	554.69 
735.00 	73.490 	554.69 
735.50 	73.540 	554.69 
736.00 	73.590 	555.37 
736.50 	73.640 	554.69 
737.00 	73.690 	554.69 
737.50 	73.740 	554.69 
738.00 	73.790 	554.69 
738.50 	73.840 	554.69 
739.00 	73.890 	554.69 
739.50 	73.940 	554.69 
740.00 	73.990 	554.69 
740.50 	74.040 	555.37 
741.00 	74.090 	555.37 
741.50 	74.140 	555.37 
742.00 	74.190 	555.37 
742.50 	74.240 	555.37 
743.00 	74.290 	555.37 
743.50 	74.340 	555.37 
744.00 	74.390 	554.69 
744.50 	74.440 	554.69 
745.00 	74.490 	554.69 
745.50 	74.540 	555.37 
746.00 	74.590 	555.37 
746.50 	74.640 	555.37 
747.00 	74.690 	555.37 
747.50 	74.740 	554.69 
748.00 	74.790 	555.37 
748.50 	74.840 	555.37 
749.00 	74.890 	554.69 
749.50 	74.940 	555.37 
750.00 	74.990 	555.37 
750.50 	75.040 	555.37 
751.00 	75.090 	555.37 
751.50 	75.140 	555.37 
752.00 	75.190 	554.69 
752.50 	75.240 	554.69 
753.00 	75.290 	555.37 
753.50 	75.340 	555.37 
754.00 	75.390 	555.37 
754.50 	75.440 	555.37 
755.00 	75.490 	555.37 
755.50 	75.540 	555.37 
756.00 	75.590 	555.37 
756.50 	75.640 	555.37 
757.00 	75.690 	555.37 
757.50 	75.740 	555.37 
758.00 	75.790 	555.37 
758.50 	75.840 	555.37 
759.00 	75.890 	555.37 
759.50 	75.940 	555.37 
760.00 	75.990 	556.04 
760.50 	76.040 	556.04 
761.00 	76.090 	556.04 
761.50 	76.140 	556.04 
762.00 	76.190 	556.04 
762.50 	76.240 	556.04 
763.00 	76.290 	555.37 
763.50 	76.340 	556.04 
764.00 	76.390 	556.04 
764.50 	76.440 	556.04 
765.00 	76.490 	556.04 
765.50 	76.540 	556.04 
766.00 	76.590 	556.04 
766.50 	76.640 	556.04 
767.00 	76.690 	556.04 
767.50 	76.740 	556.72 
768.00 	76.790 	556.72 
768.50 	76.840 	556.72 
769.00 	76.890 	556.72 
769.50 	76.940 	556.72 
770.00 	76.990 	556.72 
770.50 	77.040 	557.39 
771.00 	77.090 	557.39 
771.50 	77.140 	557.39 
772.00 	77.190 	557.39 
772.50 	77.240 	557.39 
773.00 	77.290 	557.39 
773.50 	77.340 	557.39 
774.00 	77.390 	557.39 
774.50 	77.440 	557.39 
775.00 	77.490 	558.07 
775.50 	77.540 	558.07 
776.00 	77.590 	558.07 
776.50 	77.640 	558.07 
777.00 	77.690 	558.07 
777.50 	77.740 	558.07 
778.00 	77.790 	558.07 
778.50 	77.840 	558.07 
779.00 	77.890 	558.07 
779.50 	77.940 	558.07 
780.00 	77.990 	558.07 
780.50 	78.040 	558.07 
781.00 	78.090 	558.75 
781.50 	78.140 	558.07 
782.00 	78.190 	558.07 
782.50 	78.240 	558.07 
783.00 	78.290 	558.75 
783.50 	78.340 	558.07 
784.00 	78.390 	558.75 
784.50 	78.440 	558.07 
785.00 	78.490 	558.07 
785.50 	78.540 	558.75 
786.00 	78.590 	558.75 
786.50 	78.640 	558.75 
787.00 	78.690 	558.75 
787.50 	78.740 	558.75 
788.00 	78.790 	558.75 
788.50 	78.840 	558.75 
789.00 	78.890 	558.75 
789.50 	78.940 	558.75 
790.00 	78.990 	558.75 
790.50 	79.040 	558.75 
791.00 	79.090 	558.75 
791.50 	79.140 	558.75 
792.00 	79.190 	558.75 
792.50 	79.240 	558.75 
793.00 	79.290 	558.75 
793.50 	79.340 	558.75 
794.00 	79.390 	558.75 
794.50 	79.440 	558.75 
795.00 	79.490 	558.75 
795.50 	79.540 	558.75 
796.00 	79.590 	558.75 
796.50 	79.640 	558.75 
797.00 	79.690 	558.75 
797.50 	79.740 	558.75 
798.00 	79.790 	558.75 
798.50 	79.840 	558.75 
799.00 	79.890 	558.75 
799.50 	79.940 	558.75 
800.00 	79.990 	558.75 
800.50 	80.040 	558.75 
801.00 	80.090 	558.75 
801.50 	80.140 	558.75 
802.00 	80.190 	558.75 
802.50 	80.240 	558.75 
803.00 	80.290 	558.75 
803.50 	80.340 	558.75 
804.00 	80.390 	558.75 
804.50 	80.440 	558.75 
805.00 	80.490 	558.75 
805.50 	80.540 	558.75 
806.00 	80.590 	558.75 
806.50 	80.640 	558.75 
807.00 	80.690 	558.75 
807.50 	80.740 	558.75 
808.00 	80.790 	558.75 
808.50 	80.840 	558.75 
809.00 	80.890 	558.75 
809.50 	80.940 	558.75 
810.00 	80.990 	558.75 
810.50 	81.040 	558.75 
811.00 	81.090 	558.75 
811.50 	81.140 	558.75 
812.00 	81.190 	558.75 
812.50 	81.240 	558.75 
813.00 	81.290 	558.75 
813.50 	81.340 	558.75 
814.00 	81.390 	558.75 
814.50 	81.440 	558.75 
815.00 	81.490 	558.75 
815.50 	81.540 	559.42 
816.00 	81.590 	558.75 
816.50 	81.640 	558.75 
817.00 	81.690 	558.75 
817.50 	81.740 	558.75 
818.00 	81.790 	558.75 
818.50 	81.840 	558.75 
819.00 	81.890 	558.75 
819.50 	81.940 	558.75 
820.00 	81.990 	558.75 
820.50 	82.040 	559.42 
821.00 	82.090 	558.75 
821.50 	82.140 	558.75 
822.00 	82.190 	558.75 
822.50 	82.240 	558.75 
823.00 	82.290 	559.42 
823.50 	82.340 	559.42 
824.00 	82.390 	558.75 
824.50 	82.440 	558.75 
825.00 	82.490 	559.42 
825.50 	82.540 	558.75 
826.00 	82.590 	558.75 
826.50 	82.640 	558.75 
827.00 	82.690 	559.42 
827.50 	82.740 	558.75 
828.00 	82.790 	558.75 
828.50 	82.840 	558.75 
829.00 	82.890 	558.75 
829.50 	82.940 	559.42 
830.00 	82.990 	559.42 
830.50 	83.040 	559.42 
831.00 	83.090 	558.75 
831.50 	83.140 	559.42 
832.00 	83.190 	559.42 
832.50 	83.240 	558.75 
833.00 	83.290 	558.75 
833.50 	83.340 	558.75 
834.00 	83.390 	558.75 
834.50 	83.440 	558.75 
835.00 	83.490 	559.42 
835.50 	83.540 	558.75 
836.00 	83.590 	558.75 
836.50 	83.640 	558.75 
837.00 	83.690 	559.42 
837.50 	83.740 	559.42 
838.00 	83.790 	559.42 
838.50 	83.840 	558.75 
839.00 	83.890 	558.75 
839.50 	83.940 	558.75 
840.00 	83.990 	558.75 
840.50 	84.040 	559.42 
841.00 	84.090 	558.75 
841.50 	84.140 	559.42 
842.00 	84.190 	559.42 
842.50 	84.240 	559.42 
843.00 	84.290 	558.75 
843.50 	84.340 	559.42 
844.00 	84.390 	558.75 
844.50 	84.440 	559.42 
845.00 	84.490 	559.42 
845.50 	84.540 	559.42 
846.00 	84.590 	559.42 
846.50 	84.640 	559.42 
847.00 	84.690 	559.42 
847.50 	84.740 	558.75 
848.00 	84.790 	559.42 
848.50 	84.840 	558.75 
849.00 	84.890 	559.42 
849.50 	84.940 	559.42 
850.00 	84.990 	559.42 
850.50 	85.040 	559.42 
851.00 	85.090 	559.42 
851.50 	85.140 	559.42 
852.00 	85.190 	559.42 
852.50 	85.240 	560.10 
853.00 	85.290 	559.42 
853.50 	85.340 	559.42 
854.00 	85.390 	559.42 
854.50 	85.440 	559.42 
855.00 	85.490 	559.42 
855.50 	85.540 	559.42 
856.00 	85.590 	559.42 
856.50 	85.640 	559.42 
857.00 	85.690 	559.42 
857.50 	85.740 	559.42 
858.00 	85.790 	559.42 
858.50 	85.840 	559.42 
859.00 	85.890 	559.42 
859.50 	85.940 	560.10 
860.00 	85.990 	559.42 
860.50 	86.040 	559.42 
861.00 	86.090 	560.10 
861.50 	86.140 	559.42 
862.00 	86.190 	560.10 
862.50 	86.240 	559.42 
863.00 	86.290 	559.42 
863.50 	86.340 	560.10 
864.00 	86.390 	560.10 
864.50 	86.440 	560.10 
865.00 	86.490 	560.10 
865.50 	86.540 	560.10 
866.00 	86.590 	559.42 
866.50 	86.640 	559.42 
867.00 	86.690 	560.10 
867.50 	86.740 	560.10 
868.00 	86.790 	560.10 
868.50 	86.840 	560.10 
869.00 	86.890 	559.42 
869.50 	86.940 	560.10 
870.00 	86.990 	560.10 
870.50 	87.040 	560.10 
871.00 	87.090 	560.10 
871.50 	87.140 	560.10 
872.00 	87.190 	560.10 
872.50 	87.240 	560.10 
873.00 	87.290 	560.10 
873.50 	87.340 	560.10 
874.00 	87.390 	560.10 
874.50 	87.440 	560.10 
875.00 	87.490 	560.10 
875.50 	87.540 	560.10 
876.00 	87.590 	560.10 
876.50 	87.640 	560.10 
877.00 	87.690 	560.77 
877.50 	87.740 	560.10 
878.00 	87.790 	559.42 
878.50 	87.840 	560.10 
879.00 	87.890 	560.10 
879.50 	87.940 	559.42 
880.00 	87.990 	560.10 
880.50 	88.040 	560.10 
881.00 	88.090 	560.10 
881.50 	88.140 	560.10 
882.00 	88.190 	560.10 
882.50 	88.240 	560.10 
883.00 	88.290 	560.10 
883.50 	88.340 	560.10 
884.00 	88.390 	560.10 
884.50 	88.440 	560.10 
885.00 	88.490 	560.10 
885.50 	88.540 	560.10 
886.00 	88.590 	560.10 
886.50 	88.640 	560.10 
887.00 	88.690 	560.10 
887.50 	88.740 	560.10 
888.00 	88.790 	559.42 
888.50 	88.840 	560.10 
889.00 	88.890 	560.10 
889.50 	88.940 	560.10 
890.00 	88.990 	560.10 
890.50 	89.040 	560.10 
891.00 	89.090 	559.42 
891.50 	89.140 	560.10 
892.00 	89.190 	559.42 
892.50 	89.240 	560.10 
893.00 	89.290 	559.42 
893.50 	89.340 	559.42 
894.00 	89.390 	559.42 
894.50 	89.440 	560.10 
895.00 	89.490 	560.10 
895.50 	89.540 	559.42 
896.00 	89.590 	559.42 
896.50 	89.640 	559.42 
897.00 	89.690 	559.42 
897.50 	89.740 	559.42 
898.00 	89.790 	559.42 
898.50 	89.840 	559.42 
899.00 	89.890 	559.42 
899.50 	89.940 	559.42 
900.00 	89.990 	559.42 
900.50 	90.040 	559.42 
901.00 	90.090 	559.42 
901.50 	90.140 	559.42 
902.00 	90.190 	559.42 
902.50 	90.240 	559.42 
903.00 	90.290 	559.42 
903.50 	90.340 	558.75 
904.00 	90.390 	558.75 
904.50 	90.440 	558.75 
905.00 	90.490 	559.42 
905.50 	90.540 	558.75 
906.00 	90.590 	558.75 
906.50 	90.640 	558.75 
907.00 	90.690 	558.75 
907.50 	90.740 	558.75 
908.00 	90.790 	558.75 
908.50 	90.840 	558.75 
909.00 	90.890 	558.75 
909.50 	90.940 	558.75 
910.00 	90.990 	558.75 
910.50 	91.040 	558.75 
911.00 	91.090 	558.75 
911.50 	91.140 	558.75 
912.00 	91.190 	558.75 
912.50 	91.240 	558.75 
913.00 	91.290 	558.75 
913.50 	91.340 	558.75 
914.00 	91.390 	558.75 
914.50 	91.440 	558.75 
915.00 	91.490 	558.75 
915.50 	91.540 	558.75 
916.00 	91.590 	558.75 
916.50 	91.640 	558.75 
917.00 	91.690 	558.75 
917.50 	91.740 	558.75 
918.00 	91.790 	558.75 
918.50 	91.840 	558.75 
919.00 	91.890 	558.75 
919.50 	91.940 	558.75 
920.00 	91.990 	558.75 
920.50 	92.040 	558.07 
921.00 	92.090 	558.75 
921.50 	92.140 	558.75 
922.00 	92.190 	558.75 
922.50 	92.240 	558.07 
923.00 	92.290 	558.07 
923.50 	92.340 	558.07 
924.00 	92.390 	558.07 
924.50 	92.440 	558.07 
925.00 	92.490 	558.07 
925.50 	92.540 	558.07 
926.00 	92.590 	558.07 
926.50 	92.640 	558.07 
927.00 	92.690 	558.07 
927.50 	92.740 	558.07 
928.00 	92.790 	558.07 
928.50 	92.840 	558.07 
929.00 	92.890 	558.07 
929.50 	92.940 	558.07 
930.00 	92.990 	558.07 
930.50 	93.040 	558.07 
931.00 	93.090 	558.07 
931.50 	93.140 	558.07 
932.00 	93.190 	558.07 
932.50 	93.240 	557.39 
933.00 	93.290 	557.39 
933.50 	93.340 	557.39 
934.00 	93.390 	557.39 
934.50 	93.440 	557.39 
935.00 	93.490 	557.39 
935.50 	93.540 	557.39 
936.00 	93.590 	557.39 
936.50 	93.640 	557.39 
937.00 	93.690 	557.39 
937.50 	93.740 	556.72 
938.00 	93.790 	556.72 
938.50 	93.840 	556.72 
939.00 	93.890 	556.72 
939.50 	93.940 	556.72 
940.00 	93.990 	556.72 
940.50 	94.040 	556.72 
941.00 	94.090 	556.72 
941.50 	94.140 	556.72 
942.00 	94.190 	556.72 
942.50 	94.240 	556.72 
943.00 	94.290 	556.72 
943.50 	94.340 	556.72 
944.00 	94.390 	556.72 
944.50 	94.440 	556.72 
945.00 	94.490 	556.72 
945.50 	94.540 	556.72 
946.00 	94.590 	556.72 
946.50 	94.640 	556.04 
947.00 	94.690 	556.04 
947.50 	94.740 	556.04 
948.00 	94.790 	556.04 
948.50 	94.840 	556.04 
949.00 	94.890 	556.04 
949.50 	94.940 	556.04 
950.00 	94.990 	556.04 
950.50 	95.040 	556.04 
951.00 	95.090 	556.04 
951.50 	95.140 	556.04 
952.00 	95.190 	556.04 
952.50 	95.240 	555.37 
953.00 	95.290 	555.37 
953.50 	95.340 	555.37 
954.00 	95.390 	555.37 
954.50 	95.440 	555.37 
955.00 	95.490 	555.37 
955.50 	95.540 	556.04 
956.00 	95.590 	556.04 
956.50 	95.640 	555.37 
957.00 	95.690 	555.37 
957.50 	95.740 	555.37 
958.00 	95.790 	555.37 
958.50 	95.840 	555.37 
959.00 	95.890 	555.37 
959.50 	95.940 	555.37 
960.00 	95.990 	555.37 
960.50 	96.040 	555.37 
961.00 	96.090 	555.37 
961.50 	96.140 	555.37 
962.00 	96.190 	555.37 
962.50 	96.240 	555.37 
963.00 	96.290 	555.37 
963.50 	96.340 	554.69 
964.00 	96.390 	554.69 
964.50 	96.440 	555.37 
965.00 	96.490 	554.69 
965.50 	96.540 	555.37 
966.00 	96.590 	555.37 
966.50 	96.640 	554.69 
967.00 	96.690 	554.69 
967.50 	96.740 	554.69 
968.00 	96.790 	554.69 
968.50 	96.840 	554.69 
969.00 	96.890 	554.69 
969.50 	96.940 	554.69 
970.00 	96.990 	554.69 
970.50 	97.040 	554.02 
971.00 	97.090 	554.69 
971.50 	97.140 	554.69 
972.00 	97.190 	554.02 
972.50 	97.240 	554.02 
973.00 	97.290 	554.02 
973.50 	97.340 	554.02 
974.00 	97.390 	554.02 
974.50 	97.440 	554.69 
975.00 	97.490 	554.02 
975.50 	97.540 	554.02 
976.00 	97.590 	553.34 
976.50 	97.640 	554.02 
977.00 	97.690 	553.34 
977.50 	97.740 	553.34 
978.00 	97.790 	553.34 
978.50 	97.840 	553.34 
979.00 	97.890 	553.34 
979.50 	97.940 	553.34 
980.00 	97.990 	553.34 
980.50 	98.040 	553.34 
981.00 	98.090 	552.67 
981.50 	98.140 	552.67 
982.00 	98.190 	552.67 
982.50 	98.240 	552.67 
983.00 	98.290 	552.67 
983.50 	98.340 	552.67 
984.00 	98.390 	552.67 
984.50 	98.440 	552.67 
985.00 	98.490 	552.67 
985.50 	98.540 	551.99 
986.00 	98.590 	551.99 
986.50 	98.640 	551.99 
987.00 	98.690 	551.99 
987.50 	98.740 	551.99 
988.00 	98.790 	551.31 
988.50 	98.840 	551.31 
989.00 	98.890 	551.31 
989.50 	98.940 	551.31 
990.00 	98.990 	551.99 
990.50 	99.040 	551.31 
991.00 	99.090 	551.31 
991.50 	99.140 	550.64 
992.00 	99.190 	550.64 
992.50 	99.240 	550.64 
993.00 	99.290 	550.64 
993.50 	99.340 	549.96 
994.00 	99.390 	550.64 
994.50 	99.440 	550.64 
995.00 	99.490 	549.96 
995.50 	99.540 	549.96 
996.00 	99.590 	549.96 
996.50 	99.640 	549.96 
997.00 	99.690 	549.29 
997.50 	99.740 	549.29 
998.00 	99.790 	549.29 
998.50 	99.840 	549.29 
999.00 	99.890 	549.29 
999.50 	99.940 	549.29 
1000.0 	99.990 	549.29 
1000.5 	100.04 	549.29 
1001.0 	100.09 	549.29 
1001.5 	100.14 	549.29 
1002.0 	100.19 	548.61 
1002.5 	100.24 	548.61 
1003.0 	100.29 	548.61 
1003.5 	100.34 	548.61 
1004.0 	100.39 	548.61 
1004.5 	100.44 	548.61 
1005.0 	100.49 	547.94 
1005.5 	100.54 	547.94 
1006.0 	100.59 	547.94 
1006.5 	100.64 	547.94 
1007.0 	100.69 	547.26 
1007.5 	100.74 	547.26 
1008.0 	100.79 	547.26 
1008.5 	100.84 	547.26 
1009.0 	100.89 	547.26 
1009.5 	100.94 	546.58 
1010.0 	100.99 	547.26 
1010.5 	101.04 	546.58 
1011.0 	101.09 	546.58 
1011.5 	101.14 	546.58 
1012.0 	101.19 	546.58 
1012.5 	101.24 	546.58 
1013.0 	101.29 	545.91 
1013.5 	101.34 	545.91 
1014.0 	101.39 	545.23 
1014.5 	101.44 	545.23 
1015.0 	101.49 	545.23 
1015.5 	101.54 	545.23 
1016.0 	101.59 	544.56 
1016.5 	101.64 	545.23 
1017.0 	101.69 	544.56 
1017.5 	101.74 	544.56 
1018.0 	101.79 	544.56 
1018.5 	101.84 	544.56 
1019.0 	101.89 	543.88 
1019.5 	101.94 	543.88 
1020.0 	101.99 	543.88 
1020.5 	102.04 	543.88 
1021.0 	102.09 	543.88 
1021.5 	102.14 	543.21 
1022.0 	102.19 	543.21 
1022.5 	102.24 	543.21 
1023.0 	102.29 	543.21 
1023.5 	102.34 	542.53 
1024.0 	102.39 	542.53 
1024.5 	102.44 	542.53 
1025.0 	102.49 	542.53 
1025.5 	102.54 	541.86 
1026.0 	102.59 	541.86 
1026.5 	102.64 	541.86 
1027.0 	102.69 	541.86 
1027.5 	102.74 	541.18 
1028.0 	102.79 	541.18 
1028.5 	102.84 	541.18 
1029.0 	102.89 	541.18 
1029.5 	102.94 	540.50 
1030.0 	102.99 	540.50 
1030.5 	103.04 	540.50 
1031.0 	103.09 	540.50 
1031.5 	103.14 	540.50 
1032.0 	103.19 	539.83 
1032.5 	103.24 	540.50 
1033.0 	103.29 	539.83 
1033.5 	103.34 	539.83 
1034.0 	103.39 	539.83 
1034.5 	103.44 	539.15 
1035.0 	103.49 	539.83 
1035.5 	103.54 	539.15 
1036.0 	103.59 	539.15 
1036.5 	103.64 	539.15 
1037.0 	103.69 	539.15 
1037.5 	103.74 	538.48 
1038.0 	103.79 	538.48 
1038.5 	103.84 	537.80 
1039.0 	103.89 	537.80 
1039.5 	103.94 	537.80 
1040.0 	103.99 	537.80 
1040.5 	104.04 	537.80 
1041.0 	104.09 	537.13 
1041.5 	104.14 	537.13 
1042.0 	104.19 	537.13 
1042.5 	104.24 	537.13 
1043.0 	104.29 	536.45 
1043.5 	104.34 	536.45 
1044.0 	104.39 	536.45 
1044.5 	104.44 	536.45 
1045.0 	104.49 	536.45 
1045.5 	104.54 	535.77 
1046.0 	104.59 	536.45 
1046.5 	104.64 	535.77 
1047.0 	104.69 	535.10 
1047.5 	104.74 	535.10 
1048.0 	104.79 	535.10 
1048.5 	104.84 	535.10 
1049.0 	104.89 	535.10 
1049.5 	104.94 	534.42 
1050.0 	104.99 	534.42 
1050.5 	105.04 	534.42 
1051.0 	105.09 	534.42 
1051.5 	105.14 	534.42 
1052.0 	105.19 	533.75 
1052.5 	105.24 	533.07 
1053.0 	105.29 	533.75 
1053.5 	105.34 	533.07 
1054.0 	105.39 	533.07 
1054.5 	105.44 	533.07 
1055.0 	105.49 	532.40 
1055.5 	105.54 	532.40 
1056.0 	105.59 	532.40 
1056.5 	105.64 	531.72 
1057.0 	105.69 	531.72 
1057.5 	105.74 	531.72 
1058.0 	105.79 	531.72 
1058.5 	105.84 	531.72 
1059.0 	105.89 	531.05 
1059.5 	105.94 	531.05 
1060.0 	105.99 	531.05 
1060.5 	106.04 	531.05 
1061.0 	106.09 	531.05 
1061.5 	106.14 	531.05 
1062.0 	106.19 	530.37 
1062.5 	106.24 	530.37 
1063.0 	106.29 	530.37 
1063.5 	106.34 	529.69 
1064.0 	106.39 	529.69 
1064.5 	106.44 	529.69 
1065.0 	106.49 	529.69 
1065.5 	106.54 	529.02 
1066.0 	106.59 	529.02 
1066.5 	106.64 	529.02 
1067.0 	106.69 	529.02 
1067.5 	106.74 	529.02 
1068.0 	106.79 	528.34 
1068.5 	106.84 	528.34 
1069.0 	106.89 	528.34 
1069.5 	106.94 	528.34 
1070.0 	106.99 	527.67 
1070.5 	107.04 	527.67 
1071.0 	107.09 	527.67 
1071.5 	107.14 	527.67 
1072.0 	107.19 	526.99 
1072.5 	107.24 	526.99 
1073.0 	107.29 	526.99 
1073.5 	107.34 	526.99 
1074.0 	107.39 	526.32 
1074.5 	107.44 	526.32 
1075.0 	107.49 	526.32 
1075.5 	107.54 	526.32 
1076.0 	107.59 	526.32 
1076.5 	107.64 	525.64 
1077.0 	107.69 	525.64 
1077.5 	107.74 	525.64 
1078.0 	107.79 	524.96 
1078.5 	107.84 	524.96 
1079.0 	107.89 	524.96 
1079.5 	107.94 	524.96 
1080.0 	107.99 	524.96 
1080.5 	108.04 	524.29 
1081.0 	108.09 	524.29 
1081.5 	108.14 	524.29 
1082.0 	108.19 	524.29 
1082.5 	108.24 	524.29 
1083.0 	108.29 	523.61 
1083.5 	108.34 	523.61 
1084.0 	108.39 	523.61 
1084.5 	108.44 	523.61 
1085.0 	108.49 	523.61 
1085.5 	108.54 	523.61 
1086.0 	108.59 	522.94 
1086.5 	108.64 	522.94 
1087.0 	108.69 	522.94 
1087.5 	108.74 	522.26 
1088.0 	108.79 	522.26 
1088.5 	108.84 	522.26 
1089.0 	108.89 	522.26 
1089.5 	108.94 	522.26 
1090.0 	108.99 	522.26 
1090.5 	109.04 	522.26 
1091.0 	109.09 	521.59 
1091.5 	109.14 	521.59 
1092.0 	109.19 	521.59 
1092.5 	109.24 	521.59 
1093.0 	109.29 	520.91 
1093.5 	109.34 	521.59 
1094.0 	109.39 	520.91 
1094.5 	109.44 	520.91 
1095.0 	109.49 	520.91 
1095.5 	109.54 	520.91 
1096.0 	109.59 	520.91 
1096.5 	109.64 	520.91 
1097.0 	109.69 	520.91 
1097.5 	109.74 	520.23 
1098.0 	109.79 	520.23 
1098.5 	109.84 	520.23 
1099.0 	109.89 	520.23 
1099.5 	109.94 	520.23 
1100.0 	109.99 	520.23 
1100.5 	110.04 	520.23 
1101.0 	110.09 	519.56 
1101.5 	110.14 	519.56 
1102.0 	110.19 	519.56 
1102.5 	110.24 	519.56 
1103.0 	110.29 	519.56 
1103.5 	110.34 	519.56 
1104.0 	110.39 	519.56 
1104.5 	110.44 	519.56 
1105.0 	110.49 	518.88 
1105.5 	110.54 	518.88 
1106.0 	110.59 	518.88 
1106.5 	110.64 	518.88 
1107.0 	110.69 	518.88 
1107.5 	110.74 	518.88 
1108.0 	110.79 	518.88 
1108.5 	110.84 	518.88 
1109.0 	110.89 	518.88 
1109.5 	110.94 	518.88 
1110.0 	110.99 	518.21 
1110.5 	111.04 	518.21 
1111.0 	111.09 	518.88 
1111.5 	111.14 	518.21 
1112.0 	111.19 	518.21 
1112.5 	111.24 	518.21 
1113.0 	111.29 	518.21 
1113.5 	111.34 	517.53 
1114.0 	111.39 	518.21 
1114.5 	111.44 	517.53 
1115.0 	111.49 	518.21 
1115.5 	111.54 	517.53 
1116.0 	111.59 	517.53 
1116.5 	111.64 	517.53 
1117.0 	111.69 	517.53 
1117.5 	111.74 	517.53 
1118.0 	111.79 	517.53 
1118.5 	111.84 	516.86 
1119.0 	111.89 	516.86 
1119.5 	111.94 	517.53 
1120.0 	111.99 	517.53 
1120.5 	112.04 	516.86 
1121.0 	112.09 	517.53 
1121.5 	112.14 	516.86 
1122.0 	112.19 	517.53 
1122.5 	112.24 	516.86 
1123.0 	112.29 	516.86 
1123.5 	112.34 	517.53 
1124.0 	112.39 	516.86 
1124.5 	112.44 	517.53 
1125.0 	112.49 	517.53 
1125.5 	112.54 	516.86 
1126.0 	112.59 	517.53 
1126.5 	112.64 	517.53 
1127.0 	112.69 	516.86 
1127.5 	112.74 	516.86 
1128.0 	112.79 	516.86 
1128.5 	112.84 	516.86 
1129.0 	112.89 	516.86 
1129.5 	112.94 	516.86 
1130.0 	112.99 	516.86 
1130.5 	113.04 	516.86 
1131.0 	113.09 	516.86 
